18/10/22,10.00,bus fare,
19/10/22,60.00,food - cafeteria ,
19/10/22,44.00,chips,
19/10/22,19.00,Vi data recharge ,
20/10/22,50.00,food - uncle shake,
20/10/22,10.00,food - BR,
21/10/22,40.00,food,
23/10/22,20.00,VI recharge - amma's phone,
23/10/22,415.00,food - khadeeja's,
24/10/22,162.60,food - the burger junction,
24/10/22,108.00,food - shack bistro,
25/10/22,10.00,bus fare,
25/10/22,100.00,groceries,
25/10/22,10.00,bus fare,
26/10/22,39.00,Vi recharge -amma's phone,
26/10/22,436.00,crypto investment,
27/10/22,35.00,food - BR,
27/10/22,65.00,Google drive,
28/10/22,10.00,BSNL recharge,
31/10/22,70.00,groceries,
31/10/22,100.00,food - meet n eat,
01/11/22,260.00,food - wild ginger,
01/11/22,50.00,food - uncle shake,
01/11/22,33.00,diesel - Sonu's car,
01/11/22,60.00,food - cafeteria,
02/11/22,500.00,aster - Dr namitha,
02/11/22,"1,820.00",aster - Dr Gana,
02/11/22,"1,518.00",aster medicines,
03/11/22,185.00,food - mandhi souk,
03/11/22,19.00,VI data recharge,
04/11/22,38.00,VI data recharge,
04/11/22,160.00,food - club arabia,
04/11/22,15.00,food - ice cream,
05/11/22,8.00,food - night shop,
05/11/22,15.00,food - ice cream,
05/11/22,122.00,food - Malabar grills,
05/11/22,19.00,VI data recharge,
06/11/22,150.00,groceries,
07/11/22,15.00,food - ice cream,
08/11/22,65.00,food - cafeteria,
09/11/22,420.00,spent on bystanders,
09/11/22,50.00,MOSC - plastic surgery,
09/11/22,515.00,medicines,
10/11/22,39.00,VI data recharge,
10/11/22,130.00,food - cafeteria,
10/11/22,170.00,food - lime kitchen,
11/11/22,100.00,food - lime kitchen,
11/11/22,189.00,mosc - removal of sutures,
11/11/22,20.00,bus fare,
11/11/22,"1,089.00",reliance groceries,
12/11/22,"1,200.00",taxi fare,
15/11/22,20.00,social service,
15/11/22,176.00,food - shawarma,
15/11/22,576.00,groceries - west zone,
17/11/22,144.50,food - shawarma,
20/11/22,300.00,food - shawarma,
25/11/22,173.00,mess fees,
27/11/22,375.00,Amazon - key chain stand,
27/11/22,299.00,VI recharge,
27/11/22,20.00,Jio topup,
30/11/22,308.00,food - lime kitchen,
02/11/22,90.00,food - cafeteria,
02/11/22,100.00,food - lime kitchen,
03/12/22,120.00,haircut,
03/12/22,45.00,groceries ,
03/12/22,10.00,bus fare,
05/12/22,310.00,food - swad,
06/12/22,80.00,groceries - amma,
06/12/22,250.00,food - kedaram,
07/12/22,250.00,painter's wage,
11/12/22,530.00,food - hotel grand ,
11/12/22,"1,150.00",printer repair - creative computech,
14/12/22,899.00,appstore app - pythonista,
16/12/22,25.00,college Christmas fund,
16/12/22,"1,253.00",food - kumarakom trip,
17/12/22,"14,497.00",Toyota car service,
19/12/22,"2,000.00",transferred to amma,
21/12/22,20.00,bus fare,
21/12/22,10.00,bus fare,
21/12/22,199.00,jio recharge - appa's number,
22/12/22,23.00,bus fare,
22/12/22,208.00,movie ticket - avatar,
22/12/22,25.00,food - uncle shake,
22/12/22,10.00,bus fare,
22/12/22,14.00,groceries,
22/12/22,125.00,food,
24/12/22,"8,350.00",car repair,
24/12/22,"1,084.44",food - chicking,
28/12/22,278.00,diesel - sonu,
28/12/22,100.00,food - like kitchen,
28/12/22,75.00,food - big falooda,
30/12/22,226.00,mess fees,
02/01/23,400.00,Mosc union jersey,
18/01/23,20.00,VI recharge - amma's phone,
01/02/23,"1,300.00",taxi ,
01/02/23,299.00,VI recharge,
01/02/23,100.00,food - lime kitchen ,
01/02/23,10.00,lime,
02/02/23,441.00,mess fees,
03/02/23,172.00,food - Malabar grills,
03/02/23,25.00,ice cream ,
